id,title,text,subject,date,is_fake_news,text_length
3221,WATCH: NY School Board Chair Just Delivered A BRUTAL F*ck You To Racist Trump Campaign Chair,"Recently, Donald Trump s New York campaign co-chair, Carl Paladino, did what Trump fans do best and made some incredibly racist remarks about the President and First Lady. Asked about his wish for Barack Obama by a weekly Buffalo, New York, paper, Paladino explained that he hoped Barack Obama would be caught having sex with a cow and die from Mad Cow Disease. As for Michelle, he explained that he wanted her to  return to being a male  and released in Africa to live among the apes.Naturally, Paladino s racist and hateful rhetoric   the exact sort that is, unfortunately, popular among the Stupid Part of America   didn t exactly make him friends outside of his racist little bubble. In fact, some (almost everyone) had a bit of an issue with the fact that he serves on the Buffalo school board. Words matter, Mr. Paladino,  School Board President Barbara Seals Nevergold said during a meeting intended to oust the Trump-loving bigot.  Our president, the Commander in Chief of this nation for the last eight years, Mrs. Obama, our First Lady, and Mrs. Valerie Jarrett, special presidential council [SIC] are all African-Americans. Among other things, they are accomplished, intelligent, beautiful people and that s not just my opinion. The impact on children of color, especially African-American children is incalculable,  she continued.  How do we encourage them to use their God-given talents to soar, to reach for the stars, when a sitting board member responsible for their education demonstrates such contempt of their role models? Nevergold added that Paladino s unmitigated and hateful, racist and misogynist, rhetoric  has reached a level that is almost guaranteed to adversely impact students of color. Noting that his disgusting behavior  demonstrate such a lack of responsible leadership,  the school board president explained that people from all over the state had shared their views on Paladino s actions. They would like me to tell you,  You re fired,  she said, demanding Paladino s resignation as the room exploded in applause.While Trump fans vigorously defend him, it is impossible for a rational person to believe that Paladino could possibly serve on the school board while simultaneously believing that black people are apes, gorillas, or any other primate conservatives seem to use interchangeably.Paladino, as is expected from any racist coward, skipped the meeting entirely rather than answer for what he has done. Watch her rip him apart below:Featured image via screengrab",News,"December 30, 2016",True,416
7256,Bundy Militia Fans Continue Threats To Kill Oregon Authorities,"More than two months after Bundy Militia idiot Robert  LaVoy  Finicum was shot and killed during a standoff with federal and state police, authorities say officials are still receiving death threats.According to reports, the police have documented at least 80 threats against various officials okay   including Governor Kate Brown. One Bundy fan club member left a message at the governor s office saying: You killed an unarmed rancher, so now one of you must die. The Seattle Times reports:The governor s office reported Friday that threats related to the standoff and Finicum shooting continue to come in against Brown.One email demanded the release of refuge occupiers jailed on federal charges. It also demanded indictments for the officers involved in Finicum s death. If that doesn t happen, the writer said,  I am going to begin returning fire. Last month, the FBI released video of the shooting that left Finicum dead, and you can clearly see that he was reaching for his weapon when police opened fire. In spite of video evidence that exonerated the officers and proved that the imbecile known as  Tarp Man  was a violent thug, right-wingers insist the shooting was not justified. And to make things right, they want to murder police officers and the governor. That s insane.In addition to the continued death threats, authorities discovered that people hell-bent on retaliation are  aggressively hunting  the names of the officers who were involved in the shooting. This further highlights how important it is to keep those names from the public according to Malheur County District Attorney Dan Norris.Although the governor has said the officers names will eventually be released, it s definitely better that they are kept quiet right now. The people who are making the threats are missing some screws. It doesn t matter how much evidence is put forth that proves their outrage is completely unfounded, they ve made up their minds. Their actions are proof of what constant anti-government rhetoric does to people. And there is one party to blame for that: Republicans.For years, Tea Party Republicans have been spewing hate to their voters and telling them the government wants to hurt them. They do this knowing that the sovereign citizen movement that the Bundy Militia belonged to is one of the biggest threats to law enforcement. So, the next time you hear conservatives saying, Blue lives matter!  Show them this and tell them .Featured image via Joe Raedle/Getty Images",News,"March 27, 2016",True,416
15023,"Seven dead in concert attack, reprisals in Central African Republic","Seven people were killed and around 20 others were injured in a grenade attack on a peace concert and reprisal violence in Central African Republic s capital, Bangui, on Saturday and Sunday, government officials and city residents said.  The riverside city has in the past been a flashpoint for inter-religious violence that erupted between Muslims and Christians in 2013 and has since engulfed most of the impoverished, landlocked nation. Interior Minister Henri Wanzet Linguissara said two individuals on a motorcycle approached revelers attending a concert organized to foster reconciliation and social cohesion late on Saturday night and threw a grenade into the crowd.   Following this heinous act, we have registered four deaths and 20 wounded, including four who are in serious condition and have been taken into the operating room,  he said.  Heavy gunfire concentrated in and around Bangui s PK5 neighborhood   a Muslim enclave in the majority Christian city   erupted after the attack.  Access to PK5 was blocked off by improvised barricades on Sunday, a Reuters witness said.   Three of our youth were killed, apparently in reprisal because they think that the Muslims were behind the grenade attack. We deplore that attack,  said PK5 resident Habib Soule.  We set up barricades to ensure provocateurs don t infiltrate our neighborhood.   A second PK5 resident and a security source, who asked not to be named, confirmed that three motorcycle taxi drivers were killed in retaliation for the concert attack.  Even now there is sporadic gunfire in PK5 and the surrounding neighborhoods are emptying,  said Gedeon Leki, a resident of the nearby Castors neighborhood.  People are afraid the Muslims could take revenge for their dead.  Nearly five years into the conflict in CAR, which has been marked by successive waves of ethnic cleansing, the security situation is worsening, particularly in the east.  Bangui, where the headquarters of 12,000-troop-strong United Nations peacekeeping mission is located, has been relatively stable in recent months, and the weekend s violence was a reminder of the city s darkest days.  The enemies of peace ... have just set a trap,  Prime Minister Simplice Mathieu Sarandji said in a radio address on Sunday.  I call upon the population not to slide back into violence.   The U.N. Security Council is this week scheduled to vote on a French-drafted resolution to authorise an extra 900 troops to protect civilians in Central African Republic.",worldnews,"November 12, 2017 ",False,419
11558,THE LAW OF UNINTENDED CONSEQUENCES: How Strong Arm Tactics By ANTI-CAPITALIST LEFT Could Destroy Millions Of American Jobs,"The fast food industry has been warning those demanding a $15/hr. wage that they could be easily replaced.In the social sciences, unintended consequences (sometimes unanticipated consequences or unforeseen consequences) are outcomes that are not the ones foreseen and intended by a purposeful action. The term was popularised in the twentieth century by American sociologist Robert K. Merton. It s cheaper to buy a $35,000 robotic arm than it is to hire an employee who s inefficient making $15 an hour bagging french fries,  former McDonald s USA CEO Ed Rensi said in an interview on Tuesday on the Fox Business Network s  Mornings with Maria.   It s nonsense and it s very destructive and it s inflationary and it s going to cause a job loss across this country like you re not going to believe. According to Rensi, rising labor costs are forcing chains to cut entry-level jobs and replace workers with machines. Currently, Wendy s, McDonald s, and Panera are rolling out kiosks across the US, in part because of the rising cost of labor.  Business InsiderAccording to statista.com, in 2016, there were over 3.7 million people in the US who were employed in the fast food industry. When those jobs go away, where will these workers go for employment? Will they be forced to do the jobs that  only the illegal aliens will do? Wendy s just announced their plans to install self-ordering kiosks at about 1,000 locations by the end of the year.A typical location would have three kiosks, The Columbus Dispatch reported. Higher-volume restaurants will be given priority for the kiosks.Wendy s chief information officer, David Trimm, said the kiosks are intended to appeal to younger customers and reduce labor costs. Kiosks also allow customers of the fast food giant to circumvent long lines during peak dining hours while increasing kitchen production.Trim estimates the company will see a return on its investment in less than two years. They are looking to improve their automation and their labor costs, and this is a good way to do it,  said Darren Tristano, vice president with Technomic, a food-service research and consulting firm.  They are also trying to enhance the customer experience. Younger customers prefer to use a kiosk. Customers will still be able to order at the counter for now, although Tristan predicts that mobile ordering and payment via smartphones will one day overtake self-ordering kiosks and cash registers.   Weasel Zippers, WMUR",politics,"Feb 27, 2017",True,415
2094,Trump Supporter Threatens To Slaughter Black People Because A Guy Was Mean To Him On Facebook (VIDEO),"Ever since Officer Darren Wilson murdered unarmed African-American teen Michael Brown in the streets of Ferguson, Missouri, Trump supporter James Stachowiak has been threatening African-Americans, even attempting to organize a posse to shoot black people    animals  and  n*ggers  as Stachowiak calls them   peacefully protesting the GOP convention last year. According to this self-described  patriot,  black women and children (who should be shot  in the backs  according to the right-wing activist) who were seen exiting stores in Ferguson during the protests because they may or may not be looting.Naturally, African-Americans aren t exactly fond of the guy who has been leveling threats at an entire race for years. After Stachowiak told his fellow conservatives to  prepare to kill  anyone who punches a Nazi in America, a black man who goes by the name Frank Luc on Facebook messaged Stachowiak, informing him that he will gladly punch him in the face   and if Stachowiak pulls a gun, it will not end well for him. While we can never endorse threats against anyone, the anger this gentleman feels toward a racist white man who has threatened to kill quite literally any African-American who does something he does not like is justified.Stachowiak, being a thin-skinned bully, quickly published a video on his Instagram threatening Mr. Luc   and, once again, black people in general. I will kill him,  Stachowiak said in a video filmed while he was driving.  I will kill you Frank if you so much as set in front of my house even on a public street. I will fill your car with so much rounds they won t be able to tell if if was a vehicle anymore. Then his threats became more general. He informed Frank that he will be  hunted  if he successfully defends himself against a premeditated gun attack and that  anyone between you and the hunters will be acceptable collateral damage. We re done with Black Lives Matter aren t we Frank?  Stachowiak continued.  We re gonna start cleaning it up starting with you Frank. In case you missed it, because someone was mean to him on the internet, Stachowiak threatened to ethnically cleanse black people. Regardless of anyone s opinion of Frank s message to Stachowiak, it is chilling that he would plot to kill an entire race of people because of one man s words.Watch the video below:featured image via screengrab",News,"March 19, 2017",True,420
13472,Deadline looms for South Africa's Zuma over revived graft charges,"Lawyers for Jacob Zuma have until midnight to file papers outlining why nearly 800 corruption charges shelved before he became South African president eight years ago but recently reinstated by the courts should not be brought against him. The revival of the charges could increase pressure on Zuma to step down before his term ends in 2019 and diminish his influence over who succeeds him when the ruling African National Congress (ANC) chooses a new leader in December.     The 75-year-old president has faced and denied numerous other corruption allegations since taking office in 2009.  The 783 charges, which relate to a 30 billion rand ($2.2 billion) government arms deal arranged in the late 1990s, were filed but then dropped by the National Prosecuting Authority (NPA) shortly before he ran for the presidency. South Africa s High Court reinstated the charges last year and the Supreme Court upheld that decision in October, rejecting an appeal by Zuma and describing the NPA s decision to set aside the charges as  irrational . The NPA said then that Zuma had until Nov. 30 to make submissions before it decided whether to pursue the charges. Spokesmen for the NPA and Zuma were not available for comment on Thursday. Last month s Supreme Court ruling lifted the rand currency against the dollar as investors bet that Zuma s removal may be inching closer. The president is unpopular with many investors after sacking respected finance minister Pravin Gordhan in March, a move that hit South African financial assets and helped tip the country s credit ratings into  junk  territory. Infighting within the ruling ANC ahead of next month s conference to elect a successor to Zuma as party chief has also sapped confidence among the investors upon whom South Africa relies to finance its hefty budget and current account deficits. One of South Africa s leading universities, the University of the Witwatersrand (Wits) in Johannesburg, said on Thursday that it had appointed Gordhan as a visiting professor.  He will join other ANC heavyweights who have ended up at the Wits after being sidelined by Zuma, among them another respected and ousted finance minister, Nhlanhla Nene, and former Reserve Bank Governor Tito Mboweni. Widely seen as a competent and honest technocrat, Gordhan has become an unlikely poster boy for public anger at the president, whose administration has been marred by missteps and allegations of corruption. Zuma denies any wrongdoing. ($1 = 13.6794 rand)",worldnews,"November 30, 2017 ",False,415
18146,"MEDIA WON’T SHOW VIDEO Of Trump Telling Matt Lauer David Duke Is A “Bigot” and A “Racist…IGNORES HILLARY’S Ties To Former KKK Leader, Democrat Senator Robert Byrd","It is awfully ironic how the liberals are bashing President Trump for placing blame on both sides for the violence in the Charlottesville incident and not condemning just the white supremacists, considering they conveniently overlooked Hillary and Obama s close friendship with former KKK member, Robert Byrd.Following the Charlottesville incident involving a car crashing into a crowd of people, President Trump seemed to be one of the only figures in the country condemning both sides for their displays of violence and bigotry. It was not clear who, exactly, was behind the attack, or which group was responsible.Trump waited until the dust settled and condemned both sides, as both sides warrant condemnation in this situation: from the white supremacists to the black supremacists, to the Communists, to Antifa, the situation was hardly one-sided.David Duke attempted to link Trump to the bigotry and hatred that was present in Charlottesville, however, it would be a far cry to say that the President is in any way happy with or affiliated with Duke or those he associates with, and to say so is to insult the President and his supporters.However, President Trump, back when he was dropping out of the Reform Party primary in 2000, condemned David Duke.When pressed by Matt Lauer on why he saw the Reform Party as self-destructing, Trump commented: Well, you ve got David Duke just joined, a bigot, a racist, a problem, I mean, this is not exactly the people you want in your party.   Gateway PunditWatch Trump s 2000 interview with Lauer here:Despite mounting criticism for Donald Trump s failure to disavow former Ku Klux Klan grand wizard David Duke s support, Democratic front-runner Hillary Clinton once heaped praise for late Klan leader Sen. Robert Byrd.In a video uploaded to the State Department s official YouTube page on June 28, 2010, Clinton commemorated late Sen. Byrd by saying,  Today our country has lost a true American original, my friend and mentor Robert C. Byrd. Via: Daily CallerAnd when the former KKK member, Senator Robert Byrd died, Barack Obama gave the eulogy:President Obama lauded the late Sen. Robert C. Byrd today for keeping faith with his family, his state of West Virginia and his beloved U.S. Constitution. He was a Senate icon, he was a party leader, he was an elder statesman, and he was my friend,  Obama told thousands who gathered for Byrd s funeral on the steps of the golden-domed West Virginia statehouse.  That s how I ll remember him.",left-news,"Aug 14, 2017",True,418
6341,Antonin Scalia’s Own Past Ruling Will Hand Obama HUGE Victory On Transgender Rights,"The Obama administration recently sent a missive to public schools nationwide, informing them that they must treat students consistently with their gender identity   even if it is different from what was biologically assigned to them by nature. Long story short, this means no bathroom police in our schools.Needless to say, Republicans didn t take this well. Their reaction was something between Obama telling them a  yo momma  joke and him personally burning the original copy of the Constitution.However, it seems that a victory for the administration will be handed to them by none other than the late Antonin Scalia himself, much to the distress of Republicans everywhere.In the 1990s, Antonin Scaia spoke for a unanimous court decision that found in favor of the plaintiff in a sex-discrimination case. The case was brought from a man who was being bullied by other men and threatened with rape in the showers at his job on an oil rig. The man s employer ignored the problem, and he brought a lawsuit over it. Scalia himself said that his employer s inaction was clearly discrimination based on sex, and he cited the Civil Rights act of 1964 as supporting this decision. Male-on-male sexual harassment was assuredly not the principal evil Congress was concerned with when it enacted the 1964 Civil Rights Act. But statutory prohibitions often go beyond the principal evil to cover reasonably comparable evils, and the words of the law can be easily read to forbid sexual harassment of any kind. Source: Oncale Vs. Sundowner Offshore ServicesAnd there you have it. Antonin Scalia just handed Republicans one huge fat goose egg on their efforts to make segregation cool again in America by rebooting it to hate on transgender folks. The spirit of the law is incredibly simple to understand. You aren t supposed to be harassed at work, school, or other  public  venue places, especially because of an inborn characteristic like being of a particular gender. The harassment for transgender individuals is impossible to portray differently so it wouldn t be covered by the Civil Rights Act.Republicans are aware of this, and this is why there has been a very recent outcry by many of them to have Congress fundamentally dismantle the Civil Rights Act. They d be willing to essentially trash the entire thing, exposing millions of people beyond only the transgender community to all forms of discrimination   all so they can militarize American restrooms.Featured image via rrstar.com",News,"May 16, 2016",True,415
4913,Trump’s Shady Medical Note Was Written By A ‘Doctor’ With False Credentials (VIDEO),"The GOP has been having a field day spreading false rumors about Hillary Clinton s health, and it looks like karma has finally arrived. On Tuesday morning, CNN medical correspondent Sanjay Gupta called out Donald Trump s personal  doctor  after noticing a questionable note about the  extraordinary  health of the Republican nominee.Trump s doctor, Dr. Harold Bornstein, had previously said that Trump would  be the healthiest individual ever elected to the presidency    but Gupta was here to dispel that statement. Delving into Bornstein s sketchy history, Gupta told host Chris Cuomo: He s been a doctor with Trump for 36 years, between him and his father. He says he s a fellow of the American College of Gastroenterology, so a GI doc. Interestingly, we called that particular organization (and) they said he was a member   but he hasn t been a member there in over 20 years, since  95 now. Suddenly, Trump s medical records and his physician seem just as untrustworthy as his campaign   and yet no one should be surprised because Trump s campaign has been entirely comprised of lies and scams.The letter Gupta is referring to is a note which Trump released instead of real medical records (not sketchy at all, right?).BornsteinIn examining the letter closely, Gupta said his instincts were set off by the fact that the  doctor  had used the word  positive  as a synonym for normal and several other terms in the letter didn t seem right. To top it all off, Gupta discovered that the younger Bornstein wasn t telling the truth about his credentials, either: In fact, the hospital, Lenox Hill Hospital, says he s part of the section of gastroenterology   he s not actually a member of that section. He does have admitting privileges at the hospital but he s not (part of that section). So there are some things in the letter with regard to his qualifications that are a little bit questionable. Really, it was more, sort of, the language of this letter that I thought was quite surprising. It wasn t written the way that many typical medical letters are written. You can watch the segment where Gupta exposes Trump s con artist doctor below:.@drsanjaygupta digs into Donald Trump s health report: The doctor s  qualifications are a little bit questionable  https://t.co/BoR8Fmitnz  New Day (@NewDay) August 24, 2016Featured image via Facebook",News,"August 24, 2016",True,415
16132,Technicolor Thailand is back after a black-clad mourning year for late king,"Thailand officially ended a year of mourning for its late King Bhumibol Adulyadej on Monday, marking a return to colors for some after a monotone year during which many wore black from head-to-toe out of respect for their revered monarch. Hundreds of thousands of people thronged Bangkok s historic quarter to bid farewell last week to King Bhumibol, who died in October 2016. His $90 million-dollar funeral, full of pomp and ancient ritual, took place over five days. His remains were brought to their final resting place within Bangkok s Grand Palace on Sunday. Portraits of the bespectacled late king, who became a father figure for many during a seven-decade reign, were hung across Thailand. The black-and-white funeral bunting that had hung on the gates of Bangkok s Government House for a year was taken down on Monday and Prime Minister Prayuth Chan-ocha made a televised announcement to mark the official end of the mourning period.  The government would like to thank officials, both soldiers and civilians ... and the more than 10 million Thais who came to pay respects to the royal body over the past year,  Prayuth said. May Kanokwattana, 29, an office worker, wore bright yellow as she waited at the Siam BTS, a major Bangkok transport interchange.  I wore black for one year. I needed to show my sorrow. Today is the first day I am wearing a different color,  May told Reuters. She also wore a pin with the Thai number nine out of respect for King Bhumibol, who was also known as the ninth king of the Chakri Dynasty. Colors have a profound meaning for Thais. Astrological rules followed by many in the Southeast Asian nation assign a color to each day of the week. King Bhumibol was born on a Monday, a day associated with the color yellow. His only son, new King Maha Vajiralongkorn, was also born on a Monday. Some people shared charts on social media showing which colors would be considered luckiest to wear.  For confidence, health and power wear orange. For good support wear pale green,  said one chart. Pattinya Mankongwongcharoen, 49, an accountant wearing a peach-colored dress, said:  I won t continue wearing black because the mourning period is officially over and to do so would be disrespectful.  Others said they would continue to wear muted colors.  I m still grieving. I ll wear black or gray for a few more weeks,  said Pimsuda Chatree, 37, a shop owner.",worldnews,"October 30, 2017 ",False,421
10080,MUSLIM PROFESSOR A NO-SHOW AT LECTURE: Afraid to be Called Out Again On Teaching Sharia Practice of Cutting off Hands is Good [Video],"Recall that in 2016 a Muslim professor was caught on video [see below] explaining why cutting off hands as punishment for theft is a good punishment. Bassam Alhalabi believes in Sharia law and was explaining why it s such a great idea and that it would cut down on crime. Here s the video below:JUST TO BE CLEAR   THIS MAN BELIEVES IT S OK TO CHOP OFF HANDS!  Where there is no Sharia, Islamic Sharia, they die in dozens and hundreds every day because of organized crime. People kill people, other people or steal pizza for $10 and so   so when Islamic Shariah is saying about capital punishment   so even though it sounds like it is severe but if that is the solution to prevent any crimes, then it still has a lot of rules and regulations. I will just mention one and stop here, which is let s say cutting off the hands of a person if they steal. It sounds very severe. It sounds very barbaric, I know. But if takes one or two people to have their hands cut off, and then there s no more stealing and there s no more stealing in the whole nation   that s a much better resolution than having hundreds of people die every day. RUN AWAY, RUN AWAY! THE PROFESSOR HIGHTAILED IT OUT OF THERE WHEN HE SAW UNITED WEST THERE TO RECORD HIM AGAIN!On August 17, 2017 Florida Atlantic University (FAU) Professor and President of the Islamic Society of Boca Raton, FL, Bassem Alhalabi, agreed to publicly defend the Shariah Islamiyya (Islamic Law) but ran away in shame from the venue minutes before the programs starting time.The title of the meeting was,  Interfaith Cafe: Sharia Law and U.S. Law Nothing To Fear.  Dr. Alhalabi was to defend Islamic law, making the case that we non-Muslims have nothing to fear from Shariah.Deep down Dr. Alhalabi knows the facts are not on his side. I suspect what Dr. Alhalabi fears most are Americans who are educated on Islamic Law and use Islamic sources with consensus/Ijma to distinguish his lies from truth.When those knowledgeable people from The United West showed up to film, Dr. Alhalabi ran out of the venue faster than you can say chop chop adios. Dr. Alhalabi left his audience and event organizers dumbfounded. We suspect the fear that he d be caught on video again might be the reason why.Via: Dr. Rich Swier",politics,"Aug 21, 2017",True,416
17907,BREAKING NEWS: Controversial ALABAMA GOP Senate Primary Race Winner Announced,"Luther Strange will likely be the first and last establishment candidate Trump will make the admitted  mistake  of supporting Roy Moore defeated Alabama Sen. Luther Strange in Tuesday s Alabama Republican Senate primary runoff.The primary took on national importance as President Trump endorsed Strange, while traditional Trump allies, such as former White House chief strategist Steve Bannon, backed Moore. They re going to say,  Donald Trump, the President of the United States, was unable to pull his candidate across the line. It is a terrible, terrible moment for Trump,  the president said while imitating news anchors at a Friday rally in Alabama in support of Strange.Strange become a senator when Jeff Sessions left his seat to become attorney general. The senator is a former lobbyist and was backed by a super PAC linked to Majority Leader Mitch McConnell and the Chamber of Commerce, a typical establishment GOP partner. Mitch McConnell and this permanent political class is the most corrupt and incompetent group of individuals in this country. They think you re a pack of morons. They think you re nothing but rubes,  Bannon said at a rally Monday in support of Moore.  They have no interest at all in what you have to say, what you have to think or what you want to do. However, Trump contended at his Friday rally in support of Strange that the senator barely knew McConnell, and that the Alabama senator is  determined to drain that swamp. The president would go on to say,  I ll be honest, I might have made a mistake,  and said he would campaign  like hell  for Moore if he were to win the primary. The former Alabama Supreme Court chief justice led the race throughout in the polls, and was up by 11 points in the final public poll.Moore is a major figure in Alabama and became nationally known in 2003 when he was removed from office after defying a federal court s ruling to remove a Ten Commandments monument from the Alabama state Supreme Court building.Like Trump, the former judge has a brash and sometimes offensive manner of speaking. Now we have blacks and whites fighting, reds and yellows fighting, Democrats and Republicans fighting, men and women fighting. What s going to unite us? What s going to bring us back together? A president? A Congress? No. It s going to be God,  Moore said in a campaign speech.  Daily Caller",left-news,"Sep 26, 2017",True,417
2206,Spicer Giggles Like An Idiot After Admitting Trump Only Believes News When It Favors Him (VIDEO),"In a deeply disturbing moment during Press Secretary Sean Spicer s latest bonkers press briefing, he read verbatim a quote given to him by Trump that admitted the sitting President of the United States only believes facts when they make him look good. Everything else is  fake news. Spicer was asked during the briefing about the latest jobs report which showed America gaining a very healthy number of jobs. (There is no evidence to suggest this is due to Donald Trump, and in fact, it merely fits with the pattern of unrelenting job growth that came to define Obama s presidency. Trump has thus far done little to help the economy and nothing to help middle class workers, again suggesting this economic growth isn t the result of his presidency but merely his good fortune for having inherited a booming economy from his Democratic predecessor.)Despite the fact that there is little evidence of Trump s influence, his administration has been taking victory laps over the economic news. A reporter correctly noted that it s a bit odd that Trump would be so willing to trust the jobs report this time when he has previously gone on record to suggest that jobs reports under Obama were fabricated and false   a claim which, in 2015, earned him a  pants on fire  Politifact rating. Why the sudden change?The answer is so obvious that even Trump had no problem admitting it: He only believes the news when it benefits him. They may have been phony in the past, but it s very real now. Q: Trump has said jobs rpts are ""phony"", what about now?SPICER: ""They may have been phony in the past, but it's very real now."" via @MSNBC pic.twitter.com/PDt1Q8hrbp  Kyle Griffin (@kylegriffin1) March 10, 2017Rather than find that mindset pathological and terrifying, Spicer thought it was hilarious. Even more troubling, the reporters in the room burst into laughter too. Everyone laughing should be ashamed. It wasn t a joke. Trump is signaling the fact that his administration will be run on the premise that he defines what is  real  and what is  fake.  If it s pro-Trump, it s legitimate. If it s inconvenient, it s  fake news  created by the  Deep State  and the  liberal media  out to get him.That s the kind of paranoid delusions that quickly spiral into fascism. And Spicer is giggling about it.Featured image via Twitter",News,"March 10, 2017",True,415
11781,Canada's Trudeau broke ethics rules with visit to Aga Khan island,"Canadian Prime Minister Justin Trudeau broke some conflict of interest rules when he accepted a vacation last year on the Aga Khan s private island, the ethics watchdog said on Wednesday, the first time a prime minister has been found to have committed such a transgression. While the finding could tarnish Trudeau s popularity half-way into his mandate, he does not face any penalties. Conflict of Interest and Ethics Commissioner Mary Dawson said Trudeau contravened a rule on gifts when he accepted the use of the island in March and December 2016, while there were ongoing official dealings with the Aga Khan and the Aga Khan Foundation Canada was registered to lobby Trudeau s office.  The vacations accepted by Mr. Trudeau or his family could reasonably be seen to have been given to influence Mr. Trudeau in his capacity as Prime Minister,  Dawson said. While Trudeau says the Aga Khan is a family friend, Dawson found the exception for gifts from friends did not apply. Trudeau said he accepted her report and would clear future vacations with the watchdog.  I take full responsibility for it. We need to make sure that the office of the prime minister is without reproach,  Trudeau said.  Trudeau and his family vacationed on the island during the holidays in late December 2016 into January this year. Members of his family visited in March 2016. Trudeau has come under fire from the opposition, who have said the luxury Bahamas vacation was inappropriate and showed the Liberal government is out of touch with average Canadians. The opposition has also accused Finance Minister Bill Morneau of being in a conflict of interest for not putting his assets in a blind trust. He has since said he will do so and has divested his stock in his family business.  Trudeau says he has known the Aga Khan, Prince Shah Karim Al Husseini, since childhood. The Aga Khan, the title held by the leader of the Ismaili branch of Shi ite Islam, was a pallbearer at the funeral of Justin s father, former Prime Minister Pierre Elliott Trudeau. Trudeau also contravened the rules when he and his family traveled in the Aga Khan s private helicopter last December and when his family traveled on a non-commercial aircraft chartered by the Aga Khan in March 2016, Dawson said. However, she found no evidence Trudeau discussed any parliamentary business with the Aga Khan or his representatives, or participated in any related debates or votes.",worldnews,"December 20, 2017 ",False,418
1496,Senators close to bipartisan deal on health exchanges: Schumer,"Two U.S. senators from both parties are close to finalizing a bipartisan deal to shore up the health insurance exchanges created under Obamacare, the chamber’s top Democrat said on Thursday. The move, which Senate Democratic Leader Chuck Schumer said was “on the verge” of completion, would stabilize the market for individuals who buy their own insurance plans on the federal or state-based exchanges. The potential agreement comes after Republicans have repeatedly failed to carry out their years-long pledge to repeal and replace the 2010 Affordable Act, former Democratic President Barack Obama’s signature healthcare overhaul. Schumer said Senate Health, Education, Labor and Pension Committee Chairman Lamar Alexander, a Republican, and ranking Democrat Patty Murray had resurrected a bipartisan approach, which had been cast aside amid the latest near-vote on a repeal bill. Alexander and Murray had been working to protect the government payments made to insurers to help reduce medical expenses for low-income Americans enrolled in Obamacare. Alexander also wanted states to have more flexibility to design insurance plans under the program. “They both inform me that they’re on the verge of an agreement, a bipartisan healthcare agreement to stabilize markets and lower premiums,” Schumer said on the Senate floor on Thursday.  The pact could buoy health insurance companies, which came out forcefully against the Republican repeal effort and have faced uncertainty since the November election of Republican President Donald Trump, who vowed to sink the law. While the majority of insured Americans receive coverage through their employers or government programs such as Medicare and Medicaid, more than 10 million people have individual plans through the online exchanges, and about 11 million are expected to sign up next year.  Most of these consumers receive income-based tax credits and subsidies to reduce costs. Insurers have filed their premium rates for 2018, many of which are expected to rise at least 20 percent because of uncertainty that the government will continue paying some of those subsidies.     Despite those worries, insurers on Wednesday signed contracts with the government that will result in every U.S. county having at least one company selling Obamacare plans. Trump has signaled that his administration would take other action to unwind the law, and on Wednesday said he would sign an order next week allowing people to buy insurance coverage across U.S. state lines. Republican Senator Rand Paul, who has been pushing for the move, says Trump can do this by legalizing nationwide health associations that individuals could then join.",politicsNews,"September 28, 2017 ",False,416
4319,Fox Host Gives Trump The Most PATHETICALLY Desperate Advice For Winning Second Debate (VIDEO),"Donald Trump s first debate against his Democratic rival Hillary Clinton went just as poorly as we thought it would   and conservatives know it. It s never been more clear that Trump doesn t even deserve to be on the same stage as Clinton, and all the holes in his campaign are being exposed effortlessly. Between the fact-checking and not having any real policies or plans in place, Trump is f*cked big time. Luckily, Fox News is coming to the rescue with some (truly awful, somewhat hilarious) advice for the inexperienced man-baby.Fox News host Charles Krauthammer thinks that Trump s greatest chances of succeeding during Sunday s second presidential debate will rely on Trump s amazing ability to lie about everything. Basically, Krauthammer thinks Trump can win if he can  deny it ever happened  and  ignore the fact-checkers.  The Fox host pointed out where Trump had gone wrong during the first debate: I think the most important thing here for Trump is the morning after. He might have lost the debate. It was pretty close. It was not the rout that people say it was. But he really threw it away the morning after when he went after   he went down the rabbit holes on the Miss Universe and all the other stuff. And that s happened to him before. Krauthammer then tried to give Trump some pointers on how to beat a far more experienced, qualified Clinton: I think he can hold his own. He just needs to be   to ignore, as everybody here has said   ignore the bait. He should just dismiss all the quotations that he hears, the way that Pence did. Deny it ever happened and then ignore the fact checkers the next day. It is hilarious that anyone would suggest that Trump can  ignore the bait.  Trump is a loose cannon with the temperament worse than a toddler. Literally every time he gets baited (even by Clinton herself), he cannot resist taking it and making a bigger ass out of himself. Krauthammer is basically begging Trump to keep his ego in check, even though he s proven that he s incapable of doing that. Conservatives need to start accepting that Trump is going to blow this debate just like the first one, no matter how hard they try to guide him.You can watch Krauthammer try to help Trump below:[ad3media campaign= 1075 ]Featured image via Ethan Miller / Getty Images",News,"October 7, 2016",True,418
